公司名称,公司logo链接,公司详情链接,行业,创立时间,公司位置,融资情况,基本信息,公司Tag,公司规模,公司状态
西安指舞飞游网络科技有限公司,https://cdn.itjuzi.com/images/ec8639f6b7388072277a58e5e181a7fc.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83280,游戏,2016.9,陕西·西安市,暂未收录融资信息,指舞飞游是一家新媒体互动传播公司，公司旗下多个微信公众号，H5游戏平台，三大H5产品线—趣测、搞怪专家及248游戏平台，隶属于西安指舞飞游网络科技有限公司。,H5游戏、平台、广告营销、游戏媒体及社区,30-50人,运营中
吉林省亿信源投资担保有限公司,https://cdn.itjuzi.com/images/d6c00099886bc9e3ec945188a6c7b897.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83281,金融,2013.12,吉林·长春市,暂未收录融资信息,亿信源是一家专业从事个人与小微企业融资咨询、融资方案策划、融资代办等服务的公司。公司致力于为有融资需求的客户提供专业的融资咨询、匹配和交易代办服务。基于多年的融资、互联网经验和业务理解能力，以最人性最专业的方式为用户提供各种金融机构、银行和出借机构贷款产品的搜索、匹配服务。,金融、其他企业服务、投融资,暂未收录,运营中
北京奇阵科技有限公司,https://cdn.itjuzi.com/images/665d7d026e782522fd5044f19fdd9e75.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83285,企业服务,2016.6,北京·东城区,暂未收录融资信息,奇阵科技是一家主要研究改变生活方式AR产品的公司，目前致力于开发一款大胆的革命性的改变生活方式的AR产品，隶属于北京奇阵科技有限公司。,AR增强现实、企业服务、黑科技及前沿技术、AR,15-30人,运营中
北京三十四科技有限公司,https://cdn.itjuzi.com/images/5ddf48135b3ffa49c1cb35c6d7d7c690.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83286,金融,2016.4,北京·海淀区,暂未收录融资信息,三十四科技是以科技创新为驱动的创新型投资、孵化平台。公司以北京大学生物医学跨学科研究中心的科技成果为起点，以投资的视角孵化科研成果，从市场和用户出发逆向定位成果的应用场景、发现和挖掘成果的产业价值，并致力于让有浓郁技术范的科研成果从高校开始沿着市场的逻辑继续成长。,金融、投融资、投资孵化,30-50人,运营中
成都执梦科技有限公司,https://cdn.itjuzi.com/images/cce242b46bd130493eeb9768ce67cba9.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83287,企业服务,2015.3,四川·成都市,暂未收录融资信息,执梦科技是一家专注于全球移动互联网开发应用技术的企业，主要从事移动互联应用程序开发，涵盖服务器前后台，Android，iOS，tablet终端，物联网终端及其他设计、研发等领域；公司业务体系涉及办公OA、ERP、医疗、教育、金融、物流，食品追溯、电商等等多个行业，隶属于成都执梦科技有限公司。,企业服务、行业信息化及解决方案、技术开发服务,30-50人,运营中
执鼎医疗科技（杭州）有限公司,https://cdn.itjuzi.com/images/5ee859a449be07b19451fa5e5207696f.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83288,医疗健康,2015.1,浙江·杭州市,暂未收录融资信息,执鼎医疗是一家眼科高精密光学医疗设备的研发制造公司，主要生产OCTA系列相干断层扫描仪，具有较强的自主研发和生产创新能力，旨在医护领域彰显公司的强大的高科技创造和创新能力，积极改善医患关系和人类的康复生活质量，致力造福于人类的医疗健康事业，隶属于执鼎医疗科技（杭州）有限公司。,医疗设备、房产服务、医疗器械及硬件,50-100人,运营中
武汉奥佳尚品科技有限公司,https://cdn.itjuzi.com/images/7fbbf829aa3845c6c15ce9d21714df69.jpg?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83297,电子商务,2016.5,湖北·武汉市,暂未收录融资信息,安织爱是一家母婴用品安全服务商，传承集团25年医疗产品的生产与质量管理体系，始终关注和贴近婴幼儿及女性的身心健康，致力于为顾客提供安全健康的母婴生活用品和服务，打造“安全、柔软、简洁”的现代生活方式，隶属于武汉奥佳尚品科技有限公司。,安全、母婴、电子商务、母婴服务,15-30人,运营中
重庆通亿付科技股份有限公司,https://cdn.itjuzi.com/images/16a0f24c2415aa6c05ab9ac7f5b667d8.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83299,金融,2016.4,重庆·渝北区,暂未收录融资信息,优鸟钱包是通亿付股份开发的一款移动支付应用软件，由商户收款、用户推广等核心功能组成，为中小商户提供一站式聚合支付收款服务，打造便捷的商户多通道收款方式与多家银行及企业信贷申请服务。,移动支付、金融、支付,30-50人,运营中
湖南玛雅文化传媒有限公司,https://cdn.itjuzi.com/images/6c19c0b111f5be39c06aa07225b4b597.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83300,文化娱乐,2016.9,湖南·长沙市,暂未收录融资信息,"玛雅传媒(Mayamedia),是国内顶尖的数字媒体整合营销服务机构，公司整合全球一线搜索平台、移动社交平台、移动DSP平台、APP广告联盟、移动海外平台等多个领域的布局及规模化运营，为国内外金融、游戏、APP、电商、品牌等广告客户提供最专业的“品牌策划、素材设计、媒体投放、账户托管、效果优化”移动互联网整合营销服务。致力于移动互联广告精准营销，为广告客户提供一站式互联网营销解决方案，帮助广告客户不断提升数字媒体营销能力，获取丰厚的投资回报。  ",文娱媒体及社区、综合文娱、文化娱乐,不明确,运营中
杭州福可思教育科技有限公司,https://cdn.itjuzi.com/images/52bab5a0d2869bf1848f66ac6ae86900.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83302,教育,5,浙江·杭州,暂未收录融资信息,福可思通过整合父母和孩子、线上和线下、人际支持和心理咨询，为亲子心理打造O+O服务平台，隶属于杭州福可思教育科技有限公司。,O2O、儿童经济、教育、亲子教育,10-15人,运营中
浙江华体文化传媒有限公司,https://cdn.itjuzi.com/images/3a61d373b48e6482a557a3c9c3b380b6.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83308,文化娱乐,2016.9,浙江·金华市,2017.9Pre-A轮2000万人民币,华体文化是一家娱乐竞技化美少女天团FFC的运营公司，主打差异化女团，培养在电子竞技表演、体育、演技、舞蹈、唱歌等方面多才能的综合性艺人，目标粉丝受众为16-25岁的游戏爱好者、电竞玩家、球迷、泛足球爱好者、宅男以及女团控等。,粉丝经济、演艺、文化娱乐、艺人,不明确,运营中
四川臬辉科技有限公司,https://cdn.itjuzi.com/images/e74e70344dd0accdd001d7db0d6afa92.jpg?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83309,房产服务,2013.12,四川,暂未收录融资信息,屋托邦是一家互联网装修平台，互联网装修行业国家标准制定者，首创QMS工程质量管理系统，砍掉装修公司，业主直选工长、设计师、材料商，自主研发手机APP对工地实时监控，第三方监理品质把控，隶属于四川臬辉科技有限公司。,房产服务、电子商务、装修平台、装修装潢,5人以下,运营中
深圳市大达就业趣科技有限公司,无公司logo图片,https://www.itjuzi.com/company/83310,企业服务,2016.11,广东·深圳市,暂未收录融资信息,就业趣是一个求职服务平台，专注于提供求职顾问服务，隶属于深圳市大达就业趣科技有限公司。,企业服务、就业指导、求职,10-15人,运营中
浙江鸿略信息科技有限公司,https://cdn.itjuzi.com/images/ff59990fa948a1c9838bff75d587b2e2.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83312,工具软件,2017.3,浙江·杭州市,暂未收录融资信息,鸿略是一家专业提供在线交易平台和分析工具的软件公司。专注于为金融机构提供美股、港股及期货交易软件，产品线覆盖安卓、IOS、H5和PC客户端；公司还提供专业的交易工具以及高素质的在线自动交易平台。,工具软件、其他工具、交易平台,不明确,运营中
深圳市小马逢源科技有限公司,https://cdn.itjuzi.com/images/78f2968169edb40e02a808c81ae364a3.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83313,本地生活,2017.3,广东,暂未收录融资信息,微伴同行是一款以游艇租售为主的app，致力于打造新一代高端出行游玩产品。通过微伴同行平台，将用户与游艇主人直接关联，减少了繁琐沟通流程，减少了租赁的中间过程，节约时间、资源等成本，使用户得到真正的实惠，隶属于深圳市小马逢源科技有限公司。,APP、租赁、本地生活、游艇、销售,10-15人,运营中
合肥东弘信息科技有限公司,https://cdn.itjuzi.com/images/1346502cd7d4903e95990dde502521f9.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83314,工具软件,2015.3,安徽·合肥市,暂未收录融资信息,东弘信息一家专门从事软件开发、硬件研发、互联网网站开发、移动客户端开发、电子电器技术、技术人才服务为一体的高新技术企业。致力于为客户提供全方位的信息化技术服务。,硬件解决方案、硬件、其他硬件服务、软件开发,不明确,运营中
杭州龙韵科技有限公司,https://cdn.itjuzi.com/images/b729e1e38120453f399fa3d30223bef1.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83315,硬件,2016.12,浙江·杭州市,暂未收录融资信息,龙韵科技是一家由英国CMTM公司提供技术，德国LOMVUM公司负责研发和检测以及专利授权，专注于产品研发、制造与销售为一体的五金工具公司。公司致力于打造高性价比的产品和高效、高质的客户使用体验。,硬件、其他硬件服务、机械配件,50-100人,运营中
广州金穗隆信息科技股份有限公司,https://cdn.itjuzi.com/images/a8d873c3b583c3e1a78521bc17cacf3a.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83317,工具软件,2000.9,广东·广州市,暂未收录融资信息,金穗隆公司是一家以文档输出解决方案为核心的供应商。在客户的文件管理与输出的全部环节当中，以专业顾问的建议和方案的策划实施，为所服务的客户带来安全，成本与效益上的改善，高品质的客户服务是我们与客户关系过程中核心主题。从与客户建立最初的认识开始，公司致力于了解客户的真实需要。,文档传输、工具软件、文件文档,不明确,运营中
成都跟我耍网络技术有限公司,https://cdn.itjuzi.com/images/d96a5c78ff849d36dc4345d7273f4558.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83318,旅游,2015.11,四川·成都市,暂未收录融资信息,"跟我耍-成都最玩乐是一家乡村休闲自驾周边游服务商，提供大成都范围内,所有的农家乐休闲自驾周边游平台服务，隶属于成都跟我耍网络技术有限公司。",农家乐、平台、旅游、周边短途游、自驾游,15-30人,运营中
杭州也行信息技术有限公司,https://cdn.itjuzi.com/images/7ac4e0cae46177444272557d5594e42b.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83320,企业服务,2017.2,浙江·杭州市,暂未收录融资信息,杭州也行信息技术有限公司是一家专注于技术开发的互联网公司。“软件开发、微信运营、技术服务”是公司的核心业务 “做前沿的互联网潮人”是也行的产品理念。也行开创了用互联网模式来改变技术开发和企业营销的模式。,微信营销、房产服务、行业信息化及解决方案、软件开发,15-30人,运营中
平衡科技（深圳）有限公司,https://cdn.itjuzi.com/images/2283ffb2c893e35f98989b0e21124528.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83322,教育,2016.11,广东·深圳市,2017.9天使轮80万美元,音乐而聚是一个音乐学习平台，线下直接对接名师，以模板将他们的课程制作成带有互动性、碎片化的在线教材；给到老师付费课程收入的分成，且订阅量达到不同级别给予不同的奖金。,教育、兴趣教育、音乐教学,暂未收录,运营中
印记（深圳）网络技术有限公司,https://cdn.itjuzi.com/images/feacce42bc78f2e5982eaadeac9721ef.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83323,本地生活,2015.12,广东·深圳市,2015.12天使轮1000万人民币,印记云打印是一家云打印服务提供商，用户可通过微信公众号或APP操控终端进行打印作业，终端设备可进行照片冲印及Word、PPT、PDF、Excel、TXT等格式的文档打印服务。,其他生活服务、女性创业者、本地生活,不明确,运营中
深圳市探源教育科技发展有限公司,https://cdn.itjuzi.com/images/da05a055ec35cc9fcf8315b00c99718f.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83327,教育,2016.5,广东·深圳市,暂未收录融资信息,少年创客工场专注于青少年的创客培养，以创客体验馆为核心，实践为基础，培训为载体。 实现“少年创客”的终身养成计划，公司坚持“勇敢创思，探研实践，团队协作”的教育理念，发现每一个孩子的个体潜能，辅助其突破现有的发展空间。并致力于培养孩子敢于尝试的精神以及团队协作的能力，为社会培训各类创新型的实用人才。 ,教育、儿童早教,30-50人,运营中
深圳源创智能照明有限公司,https://cdn.itjuzi.com/images/5c30d09da6235dfe188884cd8a2c34da.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83330,硬件,2013.2,广东·深圳市,暂未收录融资信息,源码照明集研发、生产和销售于一体的综合型照明企业，由香港源创电子科技有限公司和深圳硕日新能源科技有限公司联合投资成立，公司产品从最初主营“LED室内照明系列”，进而推出“智能室内照明系列”，到专注于LED路灯领域的“太阳能一体化路灯”，再到现在“太阳能智慧路灯”。公司致力于用智慧为人们创造更舒适，更节能，更高品质的生活环境。,硬件、智能家居,300-500人,运营中
成都慧想科技有限责任公司,无公司logo图片,https://www.itjuzi.com/company/83331,本地生活,2012.12,四川·成都市,暂未收录融资信息,慧想科技是一家现代化的科技营销公司，主营业务为妈妈慧项目，为女性用户提供全方位的家庭生活服务解决方案。通过线上线下的营销模式，为妈妈们提供定制化的全方位解决方案，帮助妈妈更快捷、更放心地选择产品和服务，提高生活效率和品质。公司致力于打造西南地区最具影响力的社会化营销平台。,商户服务及信息化、社交网络、科技媒体,50-100人,运营中
北京波巴布信息技术有限责任公司,https://cdn.itjuzi.com/images/787b0ff7104f472e17a293a1072c4363.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83332,金融,2016.11,北京·朝阳区,2017.8Pre-A轮6000万人民币,波巴布是一家房屋抵押贷款服务提供商。为个人提供房屋抵押贷款，同时为资金端提供住房金融流量运营和风控服务的金融服务，帮助资金端找到精准匹配、具有大额融资需求的用户。,房贷、金融、借贷,100-150人,运营中
唛斯(深圳)传媒有限公司,https://cdn.itjuzi.com/images/23ba87cedbe26e807c9b50bd00b13aed.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83333,文化娱乐,2016.12,广东·深圳市,暂未收录融资信息,Mars是一家专为客户提供各种公关需求、品牌包装、活动策划的传媒公司，根据不同客户产品所处不同领域的竞争状况、市场变化趋势和消费者需求进行详细研究调查，为客户提供有针对性的策略建议，把握最具市场竞争力的市场定位，为客户制定可行的实施方案，建立并维护品牌形象，以此来为客户打开市场致。公司致力于力于帮助客户完成最有效的商业推广，实现客户企业完美价值。,其他文娱服务、文化娱乐、文娱传媒,不明确,运营中
北京小钳科技有限公司,无公司logo图片,https://www.itjuzi.com/company/83334,电子商务,2016.6,北京·房山区,暂未收录融资信息,小钳科技是是一家专注于高校大学生市场的电商导购平台，致力于为在校大学生创造更为精准便捷的购物体验。,电子商务、其他电商服务、电商代理,不明确,运营中
深圳市世云新媒体有限公司,https://cdn.itjuzi.com/images/0b88cc51c94938bcaea78837cd69af0b.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83337,企业服务,2014.3,广东·深圳市,2016.12A轮1200万人民币,iH5是一款零代码Web开发工具，提供了一套移动端H5的开发框架，为用户提供底层操作工具，让用户摆脱模板，设计出自己所需的H5页面，致力于将代码可视化，让用户实现零代码制作H5页面，并为用户提供页面制作教程等服务，深圳市世云新媒体有限公司旗下产品。,企业服务、B2D开发者服务,100-150人,运营中
上海鹿采国际贸易有限公司,无公司logo图片,https://www.itjuzi.com/company/83338,物流,2015.11,上海·浦东新区,暂未收录融资信息,鹿采是一家国际贸易公司，主要经营从事货物及技术的进出口业务。公司致力于为客户提供好的产品和技术支持、健全的售后服务。,跨境物流、物流,不明确,运营中
北京地出科技有限公司,无公司logo图片,https://www.itjuzi.com/company/83339,物流,2017.3,北京·朝阳区,暂未收录融资信息,地出生鲜是一家生鲜供应链平台，通过互联网平台化的方式，整合农产品供应链，公司致力于解决农产品流通过程中，中间环节过多，流通效率低，农产品质量无法追溯等问题。,供应链、其他物流、物流,不明确,运营中
友盒,https://cdn.itjuzi.com/images/4db10546bff45f85f48c0e8e1feeafbd.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83340,本地生活,2016.8,北京·朝阳区,2017.6A轮数千万人民币,友盒是一个无人值守货架品牌，通过在办公室场景中植入组合式货架、在校园场景中植入零食盒子等方式，致力于打通零售的最后10米。,本地生活、其他生活服务、零售,不明确,运营中
广州尊凯皮具有限公司,无公司logo图片,https://www.itjuzi.com/company/83341,电子商务,2011.1,广东·广州市,暂未收录融资信息,尊凯皮具是一家集单肩包、手提包、公文包、手包、钱包等产品专业生产加工的公司，公司致力于以不偏不失的稳定质量做到每一件产品都是完美的品质体现。,电子商务、其他电商服务、箱包,暂未收录,运营中
河北车车投资有限公司,https://cdn.itjuzi.com/images/71c62c3e8cc2ca8de8d2b45035d34440.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83342,汽车交通,2015.6,河北·石家庄市,暂未收录融资信息,车车投资是一家专注汽车后市场的金融公司，致力于汽车后市场+互联网行业，立足石家庄，开发有车车宝贝APP，隶属于河北车车投资有限公司。,汽车保养、汽车维修、汽车交通、汽车后服务,50-100人,运营中
北京众合诚成知识产权代理有限公司,https://cdn.itjuzi.com/images/fc2b747fb964900842abbacc8d18516d.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83344,企业服务,1999.6,北京·西城区,暂未收录融资信息,众合诚成知识产权是一家是一家集专利代理、商标代理、植物品种权代理、版权代理等代理业务于一体的综合性的国内、外知识产权事务代理机构，专业领域涉及到国防工程、电气、计算机及通讯工程、自动化控制、医药和生物工程、化学工程、机械电子一体化、半导体及微细加工、土木建筑、新材料、环境科学等各大领域的国内外专利，为客户提供服务，隶属于北京众合诚成知识产权代理有限公司。,商标专利、企业服务、法律服务、代理、知识产权服务,50-100人,运营中
西安诚优网络科技有限责任公司,https://cdn.itjuzi.com/images/920ed517f7d3736a2f26c06718914582.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83346,广告营销,2015.12,陕西·西安市,暂未收录融资信息,西安诚优网络是一家互联网广告公司，主要从事互联网的广告代理、发布、广告数据服务、广告优化等服务，成为大数据时代的弄潮儿，隶属于西安诚优网络科技有限责任公司。,广告代理、广告营销、网络广告、移动及网络广告,30-50人,运营中
深圳传胜文化传播有限公司,无公司logo图片,https://www.itjuzi.com/company/83348,文化娱乐,2017.8,广东·深圳市,暂未收录融资信息,传胜是一家主要从事摄影、平面拍摄、视频拍摄等工作的公司，运营电脑软件进行照片后期设计，达到客户的要求，隶属于深圳传胜文化传播有限公司。,摄影、图片照片、文化娱乐,15-30人,运营中
爱享叁陆伍网络技术（深圳）有限公司,https://cdn.itjuzi.com/images/5b8308f8289d8c61512be5a507a33c64.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83350,企业服务,2017.3,广东·深圳市,暂未收录融资信息,爱享365是一家为广大消费者和商业零售、批发企业或商品生产、流通企业提供聚合服务的平台公司，建立消费合伙人模式，打破传统商业模式，把传统的买家、卖家用“消费合伙人”“分享合伙人”、“商家、企业合伙人”方式集合到平台，隶属于爱享叁陆伍网络技术（深圳）有限公司。,零售信息化、电子商务、行业信息化及解决方案、批发,15-30人,运营中
联合空港出行科技有限公司,无公司logo图片,https://www.itjuzi.com/company/83351,汽车交通,2017.8,湖南·长沙市,暂未收录融资信息,空港出行是一家致力于航空交通出行产业服务的科技公司，公司业务包括出租汽车电召服，代驾服务，电话预约客运服务，信息技术咨询服务，广告制作服务、发布服务，旅游管理服务，互联网接入及相关服务，旅客票务代理，机票代理等，隶属于联合空港出行科技有限公司。,交通出行、房产服务、出行工具、航空货运,30-50人,运营中
杭州风数信息科技有限公司,https://cdn.itjuzi.com/images/e55da9ae801ce0d51214faa8b8dc0813.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83352,企业服务,2017.2,浙江·杭州市,暂未收录融资信息,风数是一个机场商业的大数据服务平台，公司面向全球机场与上下游产业机构，提供一体化商业大数据综合应用方案，自主研发“智能机场云“大数据平台，搭载规模化数据处理、云计算、机器学习、AI等技术，通过机场商业、旅客数据的聚合应用，与全球机场消费场景的协同，为行业输出旅客画像、大数据分析、场景营销、交叉销售等SaaS服务，助力机场商圈产业升级，隶属于杭州风数信息科技有限公司。,大数据、企业服务、行业信息化及解决方案、机场、大数据平台,30-50人,运营中
北京七年教育科技有限公司,https://cdn.itjuzi.com/images/fc82baef1ea7f580137b9ae6ac95b752.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83354,教育,2015.12,北京·朝阳区,暂未收录融资信息,新生大学是一个在线教育机构，会员采用年费制，为付费会员提供在线课程、各类嘉宾分享，组织社区活动等，帮助会员成长，旨在成为一所互联网大学，帮助想要学习自我提升的人，有针对性的帮助他们实现学习能力和职场技能的提升，隶属于北京七年教育科技有限公司。,教育、教育综合服务、移动互联网教育、职业发展、在线学习,30-50人,运营中
北京华通时代科技发展有限公司,https://cdn.itjuzi.com/images/6428b2a68b9f087b039667023a087e4f.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83355,企业服务,2005.8,北京·海淀区,暂未收录融资信息,华通时代是一家立足本土的监控集成公司及IT专业服务公司，公司业务包括华通自有解决方案的设计实施，也包括与国际专业方案商合作进行针对本土企业的优化与实施，专注于相关领域的业务流程及信息技术服务，致力于通过与客户合作，帮助其实现整体业绩的提升和持续成长，隶属于北京华通时代科技发展有限公司。,外包、企业服务、综合企业服务、行业信息化及解决方案、人力资源服务,50-100人,运营中
深圳兆鼎科技有限公司,https://cdn.itjuzi.com/images/481f3036a8a941543340c510375bf6a3.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83356,企业服务,2012.5,广东·深圳市,暂未收录融资信息,兆鼎科技是一家专注于为企业提供优质的信息技术服务的公司，致力于为企业提供信息化系统定制、软件人才外包、通信人才外包等服务领域，主营业务有：提供SAPME软件定制与开发、可定制的ERP系统、软件人才外包、为教育体系提供信息教学解决方案，隶属于深圳兆鼎科技有限公司。,外包、企业服务、行业信息化及解决方案、系统研发、技术开发服务,50-100人,运营中
西安快鸟网络科技有限公司,https://cdn.itjuzi.com/images/1a8589de2fd5458d5e4b866ac362d10c.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83357,本地生活,2017.3,陕西·西安市,暂未收录融资信息,小蜂车是一个共享购物车品牌，主要定位于解决民众短距离的负重需求，成为超市、农贸市场、购物中心与社区之间的运输纽带，还将通过与超市联合建立大数据中心，为超市提供消费数据分析、选品分析、产品推送、消费者征信等大数据服务。,本地生活、其他生活服务、连续创业者、共享租赁,暂未收录,运营中
上海喜悦家工艺品有限公司,https://cdn.itjuzi.com/images/dc72475b0378c0f68a9a43ba1e67a13a.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83358,电子商务,2013.12,上海·宝山区,暂未收录融资信息,喜悦家是一个时尚床品品牌方，公司团队主要以床上用品工艺产品设计以及品牌运营为主，致力成为新兴床品品牌，隶属于上海喜悦家工艺品有限公司。,独立品牌、本地生活、设计及创意、母婴玩具,50-100人,运营中
北京西山春社文化投资管理有限公司,https://cdn.itjuzi.com/images/da2cdf0e84a020e665c232e6ab36e4d2.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83359,本地生活,2015.1,北京·海淀区,2017.6天使轮1000万人民币,妙云先生是一个新中式生活方式品牌，面向中高端人群，通过展现妙云先生的生活方式，传达这个时代之于传统文化的一种价值观。,本地生活、其他生活服务、连续创业者、女性创业者、文化艺术,不明确,运营中
景德镇市五棵树电子商务有限公司,https://cdn.itjuzi.com/images/eeb5a00ab6ff4d589b6e1b46a011917c.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83362,物流,2017.1,江西·景德镇市,暂未收录融资信息,五颗树电子商务是一家主营欧洲到中国的跨境物流和电子商务的公司，业务主营企业以及个人等的跨境物流、快件、仓储等服务，隶属于景德镇市五棵树电子商务有限公司。,仓储服务、跨境物流、物流,30-50人,运营中
北京旷智信息科技有限公司,https://cdn.itjuzi.com/images/587fe3b8954f9a2778f35b976de6eb6d.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83364,教育,2013.4,北京,暂未收录融资信息,TogoCareer成立于2014年，是一个基于合伙人制度的职业咨询服务网络。Ryan结合IBM/Google等大型外企内部的能力评测模型与职业规划方法，将专业咨询引入求职服务领域，提供高质量、体系化与模型化的专业求职服务。经过两年多的快速发展，已成为拥有数十名位全职求职咨询顾问，五百余位职业专家导师的职业咨询网络，为数百位来自全球各地的毕业生提供早期职业发展咨询与猎头服务，与许多国内多家名企建立了深度合作关系。,教育、职业培训,100-150人,运营中
广州先迈商贸有限公司,https://cdn.itjuzi.com/images/eee4d54114e2de885d8d22eda51ac045.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83365,电子商务,2014.9,广东·广州市,暂未收录融资信息,先迈网是一个互联网营销+电商平台，平台覆盖了营销推广、互联网传播、移动电商等领域，旨在将传统互联网电商与营销推广相结合，建立属于自己的移动电商营销网络，致力于成为创新和颠覆性的电商平台，引领消费模式和营销模式的变革，构建企业、平台、会员三方互利共赢的互联网新生态，让企业实现营销流量变现，让会员将自己的技能与服务转变为佣金收入，隶属于广州先迈商贸有限公司。,电商平台、电商解决方案、社交网络、营销推广,30-50人,运营中
钉云（厦门）信息科技有限公司,https://cdn.itjuzi.com/images/a13de85557ee7f54b1c6da1f69c23c06.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83366,企业服务,2016.9,福建·厦门市,暂未收录融资信息,钉云是一家专业的互联基础应用服务提供商，为客户提供钉钉企业咨询、培训、软件研发，助力企业开启云和移动办公时代，公司团队业务主要覆盖福建地区，依托厦门本地资源优势，立足厦漳泉，辐射福建全省，隶属于钉云（厦门）信息科技有限公司。,IT基础设施、移动办公、企业服务、综合企业服务,30-50人,运营中
深圳前海芭比金刚科技有限公司,https://cdn.itjuzi.com/images/0641485d3b778bf30e96f8f7765d38c6.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83367,医疗健康,2015.7,广东·深圳市,2017.4天使轮未透露,芭比金刚是一家妇科健康个护用品研发商，从冲洗器与自助式妇科常规检查入手，专注于妇科健康医疗；提倡以正确安全的方式护理女性私密部位，不再被妇科卫生问题所困扰。,女性健康、医疗健康、健康保健,10-15人,运营中
杭州巴瓜潭科技有限公司,https://cdn.itjuzi.com/images/cdf6122ed0b6eb647e48ae164c011590.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83368,企业服务,2014.3,浙江·杭州市,暂未收录融资信息,巴瓜潭是一家主要开发产品方向为以用户数据为基础的综合营销支撑系统的公司，为传统的商家解决，如何从线下走到线上的技术支撑问题，公司独立研发“订配大师”供应链管理系统，专注于传统配送行业的互联网订货管理系统，帮助企业取代电话、传真、QQ、手写等传统订货方式，实现移动订货下单、商品采购、分拣、订单处理、库存、价格管控、客户管理、配送、报表统计等信息的在线管理，构建企业客户订货电商平台，隶属于杭州巴瓜潭科技有限公司。,供应链、广告营销、行业信息化及解决方案、传统行业互联网化、管理系统,30-50人,运营中
上海思远影视文化传播有限公司,https://cdn.itjuzi.com/images/26b92cb2974e53973843d17efa93a663.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83369,本地生活,2001.8,上海·黄浦区,暂未收录融资信息,UME影院是一家影视及影院运营商，提供最新电影介绍，影片预售信息、影片播放等服务；采用别具一格的装潢风格和人性化设施，面向以白领及外籍人士为主的用户群体，提供电影播放服务，设立了明星手印长廊，并且承办明星见面宣传活动。,休闲娱乐、文化娱乐、电影院线,不明确,运营中
深圳前海易享时代商业服务有限公司,https://cdn.itjuzi.com/images/647e3dcbdf0f18bb908692f8494eb808.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83371,工具软件,2016.9,广东,暂未收录融资信息,深圳前海E享时代商业服务有限公司于2016年9月在深圳成立，是一家携手商家会员、消费者会员、全国运营商、各区域运营代理商、软件开发商，以及相关联的所有第三方合作联盟者，共同搭建和打造的一个创新消费商业服务模式经营企业。截至目前，e享时代已经成功发展会员近4万个，发展联盟商户千余户，并凭借实力率先与多家银行、支付平台达成战略合作，力求快速构建成为国内领先的的创新消费平台。,电子商务、其他电商服务,100-150人,运营中
